SalesID,VehicleID,CustomerID,OrderDate,OrderMonth,OrderYear
231,51,231,20,9,2008
232,106,232,17,10,2016
233,856,233,16,8,2011
234,723,234,27,1,2002
235,220,235,21,11,1999
236,332,236,4,11,2009
237,425,237,12,4,2008
238,1,238,22,4,2001
239,300,239,5,7,2019
240,662,240,11,3,2004
241,944,241,7,6,2017
242,738,242,22,3,1998
243,240,243,4,7,2013
244,644,244,28,7,2018
245,736,245,4,2,2011
246,281,246,7,10,1994
247,192,247,11,5,2007
248,348,248,4,9,2016
249,518,249,16,5,1992
250,642,250,2,10,2011
251,158,251,1,4,2016
252,104,252,18,8,2000
253,547,253,19,3,2006
254,185,254,15,3,2012
255,384,255,11,8,2001
256,318,256,20,11,1993
257,406,257,23,3,1993
258,592,258,16,4,2010
259,227,259,14,6,1998
260,873,260,29,1,2008
261,634,261,3,1,2012
262,892,262,6,8,1990
263,326,263,20,8,1998
264,378,264,16,5,2004
265,63,265,7,6,2000
266,382,266,18,9,1990
267,351,267,16,4,2011
268,955,268,27,10,2002
269,331,269,3,9,1997
270,669,270,7,3,1996
271,91,271,6,9,2018
272,810,272,29,4,2011
273,99,273,2,3,2009
274,526,274,20,3,1991
275,330,275,29,5,2000
276,894,276,29,1,2002
277,824,277,10,11,1998
278,777,278,4,9,2016
279,999,279,8,3,1995
280,803,280,24,3,2001
281,251,281,18,7,2017
282,702,282,6,10,2009
283,893,283,21,11,2011
284,856,284,26,4,1993
285,134,285,12,2,2005
286,39,286,1,11,2019
287,264,287,11,8,1998
288,439,288,1,3,2005
289,771,289,1,2,1999
290,363,290,6,8,2009
291,441,291,10,5,1992
292,223,292,4,11,1993
293,936,293,4,1,2002
294,709,294,21,4,1997
295,674,295,19,7,2000
296,559,296,18,3,2016
297,483,297,12,10,2016
298,794,298,1,9,2019
299,681,299,14,1,2012
300,630,300,25,9,1994
301,391,301,16,4,1999
302,976,302,24,9,1991
303,689,303,25,7,2012
304,556,304,11,1,2016
305,109,305,15,7,2015
306,215,306,4,4,2018
307,369,307,3,9,1997
308,662,308,18,7,2015
309,904,309,15,11,1990
310,258,310,26,10,2010
311,591,311,25,2,2018
312,402,312,2,5,1999
313,412,313,7,7,1993
314,279,314,27,11,1997
315,214,315,13,11,2017
316,82,316,17,5,1992
317,258,317,24,9,1992
318,442,318,2,7,1996
319,621,319,27,3,2001
320,978,320,12,6,2000
321,696,321,13,10,2003
322,976,322,15,6,2020
323,557,323,20,9,2015
324,947,324,1,7,1990
325,465,325,2,8,2008
326,225,326,10,10,2001
327,625,327,12,6,2001
328,680,328,17,4,2015
329,909,329,18,3,2010
330,757,330,28,2,2013
331,270,331,24,6,2013
332,220,332,22,3,2008
333,328,333,7,10,2018
334,706,334,27,2,2001
335,571,335,13,10,2007
336,994,336,5,4,2020
337,408,337,29,11,2000
338,826,338,28,3,2006
339,944,339,27,4,2002
340,807,340,3,2,2017
341,130,341,26,1,2004
342,672,342,11,2,2020
343,510,343,24,1,1999
344,116,344,16,9,1993
345,515,345,16,4,1997
346,826,346,28,9,2002
347,959,347,11,11,2014
348,589,348,21,7,2004
349,286,349,28,5,1993
350,136,350,25,4,1991
351,860,351,28,10,1990
352,857,352,28,5,2002
353,132,353,7,10,1998
354,750,354,27,1,1995
355,101,355,19,6,1999
356,390,356,10,5,2014
357,248,357,18,1,1995
358,96,358,20,11,2010
359,207,359,9,5,2017
360,116,360,23,6,1990
361,963,361,17,8,2001
362,819,362,9,8,2001
363,906,363,8,1,2005
364,345,364,1,8,2006
365,528,365,1,9,1997
366,913,366,8,4,2004
367,266,367,7,1,2003
368,548,368,5,1,2000
369,110,369,15,4,2015
370,655,370,2,11,2019
371,887,371,20,3,2016
372,656,372,14,4,1995
373,648,373,25,5,1993
374,6,374,9,2,2012
375,265,375,6,2,2008
376,209,376,8,9,2013
377,180,377,20,5,2016
378,679,378,25,10,2004
379,30,379,24,4,1997
380,987,380,14,9,2014
381,893,381,26,9,2012
382,783,382,29,4,2015
383,383,383,18,7,2004
384,949,384,12,9,2008
385,848,385,15,8,2020
386,90,386,14,6,2015
387,957,387,26,1,1996
388,922,388,25,9,2014
389,393,389,9,8,2000
390,478,390,4,11,1996
391,353,391,17,6,1991
392,282,392,13,6,2010
393,47,393,22,5,2005
394,804,394,25,8,2003
395,376,395,29,9,2017
396,907,396,4,10,2006
397,887,397,22,1,2010
398,673,398,13,2,2013
399,530,399,14,7,2006
400,988,400,14,6,2006
401,350,401,13,2,1995
402,454,402,8,11,2007
403,595,403,9,11,2005
404,354,404,3,4,1997
405,653,405,28,2,2006
406,370,406,26,11,2009
407,615,407,20,11,2000
408,207,408,5,5,2018
409,458,409,7,7,2005
410,965,410,22,1,2009
411,759,411,15,1,2002
412,486,412,19,5,2004
413,163,413,12,10,1991
414,277,414,1,2,2004
415,450,415,16,7,2014
416,291,416,19,4,2003
417,842,417,1,1,1994
418,522,418,24,3,2018
419,873,419,16,9,2017
420,828,420,17,2,2020
421,269,421,15,3,2015
422,292,422,12,8,2004
423,66,423,3,1,2003
424,173,424,9,4,1993
425,143,425,19,7,2004
426,611,426,8,11,2000
427,128,427,28,2,2013
428,234,428,9,8,2016
429,414,429,17,6,2014
430,465,430,16,2,2003
431,370,431,17,1,2003
432,776,432,25,9,2008
433,181,433,20,9,1996
434,33,434,20,4,1990
435,560,435,25,8,2000
436,231,436,27,3,2014
437,447,437,5,1,2008
438,750,438,17,8,2008
439,500,439,4,2,1991
440,197,440,15,7,1998
441,207,441,17,7,2007
442,556,442,13,10,2013
443,226,443,16,3,2009
444,857,444,24,3,2004
445,354,445,9,11,2008
446,834,446,5,10,2009
447,15,447,4,8,2018
448,565,448,10,9,1991
449,258,449,12,2,2010
450,340,450,19,3,1990
451,331,451,8,4,1997
452,323,452,1,9,2011
453,892,453,19,8,2018
454,509,454,28,5,1991
455,727,455,28,7,2003
456,744,456,27,3,2017
457,706,457,6,5,2004
458,669,458,17,2,2011
459,59,459,29,4,2007
460,802,460,18,4,1990
461,386,461,29,1,2018
462,644,462,27,7,1999
463,949,463,3,11,2002
464,88,464,24,3,2003
465,70,465,14,6,1994
466,637,466,9,1,2000
467,507,467,29,10,2006
468,686,468,26,3,1993
469,640,469,17,1,2013
470,872,470,8,3,2015
471,620,471,3,6,2008
472,622,472,22,7,1998
473,721,473,25,6,2000
474,87,474,5,5,1993
475,959,475,21,5,2010
476,45,476,1,7,1992
477,843,477,24,9,2006
478,757,478,15,7,2015
479,204,479,21,6,2007
480,778,480,14,8,2014
481,357,481,18,9,2015
482,363,482,27,1,2005
483,191,483,28,9,1995
484,827,484,18,9,2008
485,475,485,13,9,2014
486,966,486,3,6,1996
487,305,487,21,2,2001
488,619,488,24,4,2005
489,980,489,19,4,2003
490,224,490,23,8,2019
491,788,491,8,4,2015
492,721,492,11,11,2009
493,957,493,28,1,2000
494,708,494,27,9,1998
495,90,495,18,6,2010
496,761,496,20,10,2001
497,620,497,9,3,1995
498,275,498,10,5,2011
499,716,499,24,1,2011
500,748,500,20,6,2018
501,706,501,16,5,2011
502,728,502,29,9,1992
503,830,503,2,4,2009
504,249,504,2,3,1993
505,398,505,28,3,2003
506,180,506,24,4,2010
507,568,507,12,7,2018
508,894,508,4,6,2002
509,108,509,18,11,1997
510,252,510,6,8,2010
511,478,511,4,4,1997
512,948,512,22,5,2010
513,616,513,26,4,2014
514,493,514,2,9,2017
515,180,515,23,2,2000
516,340,516,26,2,2012
517,522,517,28,6,2010
518,83,518,28,10,1996
519,305,519,16,11,1991
520,454,520,4,8,2015
521,931,521,28,4,1990
522,816,522,22,10,1991
523,844,523,2,1,2005
524,77,524,9,4,2008
525,949,525,19,8,2020
526,220,526,24,7,2010
527,14,527,3,6,2019
528,83,528,21,5,1992
529,65,529,9,5,2001
530,599,530,5,10,2014
531,54,531,14,9,1990
532,881,532,12,2,2020
533,240,533,11,2,2015
534,402,534,21,7,1994
535,374,535,19,11,2012
536,246,536,28,11,1994
537,615,537,29,5,2014
538,891,538,27,11,2014
539,739,539,27,11,2013
540,987,540,17,9,2009
541,961,541,15,8,2011
542,593,542,19,8,2000
543,678,543,9,1,2020
544,181,544,6,6,1992
545,480,545,20,5,2017
546,963,546,10,2,1999
547,392,547,10,1,2005
548,777,548,25,2,2015
549,829,549,11,9,2013
550,256,550,8,7,2020
551,326,551,3,2,2008
552,925,552,1,7,2007
553,373,553,25,4,2000
554,162,554,27,8,2009
555,380,555,12,4,1998
556,554,556,6,7,2015
557,134,557,6,2,2015
558,413,558,23,10,1996
559,109,559,13,7,2017
560,228,560,15,5,2001
561,728,561,15,2,2018
562,567,562,24,8,2018
563,702,563,5,5,2016
564,961,564,9,5,1994
565,494,565,9,6,2012
566,860,566,23,2,2008
567,9,567,3,3,2012
568,338,568,23,5,2017
569,12,569,27,6,1991
570,71,570,19,3,1999
571,551,571,7,2,1998
572,406,572,29,3,2015
573,992,573,13,5,2019
574,19,574,20,6,2019
575,363,575,16,11,2005
576,605,576,27,7,2018
577,748,577,15,10,1990
578,748,578,12,1,2016
579,17,579,5,2,2009
580,668,580,26,3,1991
581,829,581,12,9,2018
582,371,582,13,10,2001
583,408,583,18,8,2006
584,716,584,23,8,2009
585,631,585,6,6,2018
586,127,586,7,1,2008
587,347,587,16,11,2016
588,479,588,26,4,2004
589,341,589,26,8,1996
590,160,590,20,7,1999
591,631,591,15,7,1994
592,712,592,16,2,1997
593,460,593,16,1,2005
594,355,594,8,10,2009
595,321,595,5,7,2015
596,515,596,1,10,2006
597,314,597,6,3,2015
598,109,598,15,6,2019
599,622,599,7,4,2009
600,591,600,27,10,2015
601,412,601,20,5,2019
602,874,602,23,2,1992
603,984,603,2,10,1990
604,100,604,22,9,2009
605,615,605,3,10,2006
606,320,606,10,2,2019
607,49,607,2,10,1994
608,995,608,8,1,2002
609,254,609,22,5,2015
610,619,610,28,8,2006
611,66,611,4,10,1991
612,606,612,14,10,2017
613,432,613,20,1,2005
614,76,614,11,6,1993
615,552,615,13,10,2015
616,927,616,29,1,2012
617,25,617,15,9,2000
618,324,618,28,1,2011
619,450,619,10,5,1995
620,471,620,3,4,2007
621,189,621,29,8,2000
622,254,622,16,4,2017
623,252,623,10,4,1995
624,34,624,24,7,1992
625,65,625,4,1,1993
626,707,626,15,7,2004
627,658,627,10,1,2013
628,919,628,10,7,2004
629,70,629,10,8,2019
630,291,630,22,6,2005
631,159,631,26,2,1990
632,684,632,24,8,2009
633,725,633,12,2,2000
634,39,634,7,10,2010
635,417,635,7,8,2018
636,491,636,17,11,2018
637,682,637,24,2,2012
638,187,638,19,9,2000
639,671,639,16,11,2015
640,416,640,16,9,2016
641,686,641,13,1,2006
642,199,642,9,5,2015
643,446,643,28,6,1991
644,57,644,16,1,2008
645,919,645,5,4,2017
646,687,646,28,5,1992
647,601,647,23,8,2005
648,279,648,2,3,2016
649,443,649,25,3,1992
650,541,650,13,9,2002
651,360,651,9,3,1996
652,113,652,21,3,1994
653,542,653,11,10,1997
654,220,654,27,2,2013
655,976,655,28,11,2002
656,614,656,28,7,2002
657,702,657,20,7,1997
658,307,658,27,1,2005
659,427,659,28,6,2002
660,665,660,7,11,2017
661,518,661,16,11,2018
662,140,662,1,8,2006
663,668,663,14,2,2008
664,485,664,10,9,2002
665,740,665,26,6,2003
666,103,666,2,10,2009
667,328,667,12,10,1998
668,376,668,23,1,2013
669,984,669,2,10,1992
670,990,670,19,3,2011
671,19,671,3,7,2015
672,828,672,14,1,1993
673,153,673,4,8,2014
674,693,674,16,9,2004
675,716,675,10,7,2012
676,178,676,11,2,2017
677,391,677,10,7,2003
678,433,678,21,5,1992
679,608,679,24,5,1990
680,485,680,29,9,2016
681,397,681,22,2,1998
682,111,682,9,1,2004
683,279,683,13,4,2010
684,70,684,16,6,2010
685,910,685,20,5,2005
686,851,686,17,8,2003
687,683,687,17,3,2016
688,91,688,22,11,2012
689,552,689,21,4,2004
690,228,690,27,9,1993
691,270,691,5,2,1990
692,352,692,23,1,1992
693,306,693,23,2,2015
694,559,694,9,1,2015
695,57,695,21,7,2007
696,105,696,6,5,2006
697,431,697,19,2,2001
698,196,698,2,5,1990
699,866,699,10,3,2012
700,437,700,19,2,2018
701,538,701,4,7,1999
702,636,702,5,2,1997
703,687,703,16,5,2006
704,314,704,8,11,1992
705,765,705,19,7,2012
706,673,706,20,10,1997
707,341,707,3,11,1996
708,73,708,9,5,2002
709,599,709,20,1,2020
710,637,710,2,10,1998
711,475,711,25,8,2010
712,671,712,26,8,2009
713,344,713,5,11,2015
714,70,714,11,3,2017
715,226,715,10,11,2006
716,200,716,28,3,2001
717,147,717,29,11,2009
718,231,718,29,5,2012
719,729,719,10,3,2015
720,984,720,7,7,2003
721,405,721,10,10,2018
722,362,722,17,4,1996
723,439,723,4,9,1999
724,76,724,11,1,2006
725,658,725,9,6,2011
726,953,726,2,5,2000
727,720,727,7,1,2013
728,135,728,12,10,1990
729,754,729,16,2,2016
730,64,730,8,1,2008
731,659,731,21,3,1992
732,228,732,4,7,2001
733,245,733,21,2,2011
734,681,734,26,6,2000
735,942,735,16,3,1993
736,473,736,17,1,1991
737,242,737,22,7,2006
738,231,738,6,6,2002
739,280,739,28,1,1997
740,857,740,9,2,2008
741,599,741,21,6,2003
742,235,742,6,4,2016
743,35,743,23,11,2006
744,65,744,26,2,1992
745,627,745,5,10,2004
746,557,746,3,2,1991
747,235,747,23,5,2012
748,871,748,8,6,2009
749,412,749,18,6,2013
750,67,750,20,9,1991
751,415,751,21,6,2003
752,286,752,28,4,2002
753,825,753,28,7,2011
754,444,754,19,1,2005
755,575,755,14,3,2004
756,799,756,18,11,2014
757,294,757,9,2,2004
758,364,758,11,1,2019
759,370,759,24,1,2016
760,578,760,21,9,1999
761,448,761,1,11,2018
762,647,762,24,3,2013
763,551,763,1,2,2008
764,465,764,10,3,2015
765,703,765,22,2,1990
766,815,766,25,1,2004
767,923,767,19,4,2009
768,582,768,6,11,2017
769,721,769,27,1,2014
770,680,770,2,2,2005
771,77,771,11,11,2000
772,177,772,13,6,1990
773,583,773,7,2,2016
774,537,774,22,6,2008
775,995,775,14,1,1990
776,479,776,17,3,2001
777,88,777,9,10,2007
778,333,778,14,2,2009
779,607,779,20,11,2004
780,943,780,20,4,2005
781,142,781,9,1,2000
782,28,782,3,4,2020
783,415,783,13,9,1997
784,51,784,4,1,2005
785,166,785,17,3,2017
786,548,786,28,8,1993
787,103,787,15,3,2017
788,812,788,1,8,1999
789,159,789,15,10,1995
790,535,790,25,4,2020
791,951,791,26,2,2018
792,673,792,27,7,2004
793,645,793,13,4,2002
794,421,794,12,11,1996
795,595,795,27,3,2005
796,852,796,14,2,2002
797,777,797,14,1,2006
798,261,798,24,11,1999
799,215,799,8,11,2010
800,780,800,23,5,1996
801,921,801,22,3,2001
802,720,802,8,10,2013
803,552,803,20,7,2009
804,607,804,24,2,2004
805,730,805,22,2,1996
806,833,806,2,3,2015
807,466,807,29,2,1995
808,484,808,9,5,2015
809,461,809,2,7,1993
810,240,810,23,8,2006
811,570,811,10,11,2008
812,233,812,10,8,2002
813,111,813,13,11,1990
814,650,814,8,4,2017
815,530,815,12,11,2013
816,75,816,22,3,1997
817,228,817,23,2,2007
818,233,818,2,3,2019
819,82,819,18,7,2005
820,58,820,18,7,1993
821,267,821,23,1,1991
822,381,822,12,2,1996
823,679,823,21,7,2015
824,870,824,28,5,2015
825,63,825,22,5,2003
826,184,826,5,2,1991
827,204,827,29,11,1991
828,611,828,25,9,2018
829,826,829,23,6,1998
830,682,830,7,10,2015
831,622,831,28,10,2005
832,475,832,13,1,1994
833,158,833,24,5,1999
834,238,834,4,11,1993
835,629,835,29,10,2002
836,463,836,4,7,2015
837,904,837,20,1,1992
838,457,838,5,2,2015
839,874,839,17,10,1997
840,260,840,19,7,2014
841,901,841,24,10,2015
842,410,842,15,8,2011
843,853,843,11,8,2011
844,390,844,14,4,2005
845,343,845,2,7,2015
846,415,846,29,8,2020
847,646,847,18,5,2011
848,308,848,21,10,2020
849,400,849,2,6,2010
850,234,850,23,5,2002
851,982,851,9,3,1993
852,504,852,14,5,2002
853,195,853,10,10,1996
854,35,854,23,5,2018
855,103,855,26,2,2014
856,59,856,29,5,1994
857,496,857,20,4,2000
858,961,858,21,3,2007
859,646,859,6,10,1993
860,771,860,18,6,1995
861,159,861,1,6,2020
862,804,862,20,11,2009
863,671,863,18,7,2000
864,628,864,18,4,2020
865,926,865,3,7,2015
866,167,866,4,5,2005
867,54,867,11,7,2015
868,935,868,8,2,2005
869,400,869,29,8,1990
870,504,870,12,4,2015
871,721,871,20,8,2001
872,123,872,27,11,1991
873,857,873,25,2,2011
874,983,874,20,1,1991
875,582,875,29,11,2004
876,111,876,4,8,2002
877,463,877,2,11,2010
878,968,878,10,6,2006
879,722,879,23,2,2005
880,432,880,3,5,1993
881,424,881,16,11,1992
882,92,882,13,6,2012
883,959,883,18,5,2006
884,469,884,26,8,2008
885,971,885,8,10,1992
886,983,886,8,1,2006
887,357,887,19,11,1996
888,548,888,15,7,2005
889,600,889,24,1,2008
890,149,890,18,4,1990
891,524,891,6,8,2001
892,874,892,29,1,2015
893,47,893,15,6,1995
894,184,894,10,2,1994
895,453,895,13,9,2003
896,454,896,10,3,2003
897,967,897,28,11,2010
898,854,898,4,5,2001
899,959,899,26,6,2014
900,582,900,20,8,2002
901,592,901,5,2,1991
902,987,902,14,4,1998
903,658,903,26,2,2012
904,868,904,26,7,1996
905,9,905,8,5,2018
906,46,906,12,11,2018
907,60,907,5,3,1999
908,770,908,11,7,2013
909,772,909,10,10,1999
910,151,910,5,6,2005
911,634,911,19,1,2020
912,991,912,22,6,1992
913,295,913,10,9,2000
914,274,914,22,4,1996
915,170,915,8,11,2015
916,260,916,1,6,1999
917,314,917,11,11,2006
918,23,918,8,1,2016
919,791,919,27,4,2002
920,383,920,1,11,2000
921,659,921,4,1,2003
922,590,922,7,6,1991
923,999,923,19,2,2017
924,178,924,19,3,2009
925,121,925,21,8,2009
926,795,926,29,1,1990
927,280,927,27,6,2001
928,443,928,28,9,1995
929,327,929,19,2,1994
930,981,930,3,8,1992
931,880,931,27,6,2001
932,131,932,5,8,1995
933,659,933,20,4,2010
934,349,934,9,6,2011
935,46,935,29,2,2010
936,690,936,4,7,1992
937,829,937,29,7,2006
938,462,938,3,8,1991
939,9,939,17,9,2017
940,452,940,21,10,1993
941,244,941,12,8,2014
942,643,942,5,9,1990
943,127,943,15,2,2020
944,925,944,2,5,2013
945,310,945,14,7,1994
946,582,946,5,8,2007
947,8,947,8,8,2013
948,565,948,19,3,2000
949,96,949,1,5,1999
950,417,950,24,5,2011
951,162,951,16,5,2020
952,998,952,20,2,2020
953,190,953,29,7,2020
954,145,954,22,6,1992
955,683,955,5,9,2002
956,488,956,2,6,2005
957,255,957,22,10,2017
958,609,958,3,4,2005
959,38,959,26,11,1990
960,757,960,21,7,2000
961,137,961,20,7,2008
962,56,962,7,3,2000
963,490,963,10,7,1998
964,35,964,1,3,1993
965,94,965,27,8,1997
966,767,966,7,5,1993
967,647,967,3,11,1998
968,747,968,15,4,2019
969,586,969,13,3,2014
970,461,970,26,5,1990
971,537,971,16,5,1998
972,458,972,2,6,1990
973,674,973,26,11,2016
974,999,974,10,7,2018
975,323,975,14,11,2020
976,283,976,28,7,2020
977,3,977,20,8,2008
978,775,978,12,8,1996
979,474,979,21,8,1997
980,814,980,3,8,2007
981,618,981,28,7,2017
982,573,982,15,11,1998
983,852,983,10,6,2020
984,942,984,14,9,2008
985,933,985,13,3,2014
986,385,986,25,3,1998
987,218,987,21,5,1999
988,596,988,11,2,1997
989,824,989,11,4,2000
990,328,990,22,5,2006
991,700,991,12,9,2003
992,913,992,20,4,1990
993,969,993,4,4,2002
994,819,994,25,3,2013
995,717,995,10,8,2016
996,107,996,20,8,2005
997,234,997,8,2,2008
998,105,998,12,4,1996
999,21,999,22,2,2020
1000,110,1000,23,5,2007
1001,445,1001,11,4,2005
1002,58,1002,21,5,2020
1003,162,1003,18,7,1990
1004,80,1004,16,5,1991
1005,729,1005,8,3,2010
1006,506,1006,20,10,2007
1007,832,1007,3,5,1992
1008,758,1008,7,8,2018
1009,949,1009,4,5,2013
1010,342,1010,6,5,2006
1011,832,1011,6,5,2005
1012,784,1012,8,2,2004
1013,341,1013,2,3,2016
1014,588,1014,21,1,2013
1015,455,1015,22,8,2019
1016,348,1016,11,3,2019
1017,950,1017,21,1,2020
1018,143,1018,20,8,2006
1019,806,1019,20,10,1999
1020,262,1020,12,9,2007
1021,974,1021,27,8,2011
1022,967,1022,23,4,1997
1023,64,1023,19,4,2008
1024,537,1024,14,2,2005
1025,982,1025,14,7,1992
1026,213,1026,5,4,2010
1027,371,1027,21,1,2017
1028,868,1028,22,6,1991
1029,970,1029,3,11,2003
1030,621,1030,15,11,1995
1031,356,1031,24,11,2005
1032,379,1032,4,11,2000
1033,516,1033,11,4,2014
1034,845,1034,21,4,2015
1035,573,1035,2,4,1997
1036,733,1036,13,5,2000
1037,155,1037,7,7,2003
1038,491,1038,21,10,2004
1039,500,1039,12,9,2002
1040,234,1040,25,4,1998
1041,712,1041,22,5,2006
1042,400,1042,21,3,1998
1043,743,1043,5,10,2007
1044,190,1044,21,5,2018
1045,432,1045,17,4,1994
1046,490,1046,17,10,2014
1047,484,1047,26,4,2003
1048,957,1048,28,7,2012
1049,758,1049,2,6,1990
1050,49,1050,25,11,2003
1051,29,1051,10,8,2000
1052,846,1052,9,4,2014
1053,965,1053,24,11,2010
1054,498,1054,5,9,1994
1055,892,1055,18,1,2006
1056,431,1056,22,4,2014
1057,563,1057,4,9,1994
1058,180,1058,13,10,2007
1059,644,1059,26,2,1994
1060,854,1060,15,11,1995
1061,585,1061,15,6,1994
